uf75-01 87701 -1 2 -3 4 -5 6 -7 8 -9 10 -11 -12 -13 -14 -15 -16 17 -18 -19 -20 21 -22 -23 24 -25 26 27 -28 29 30 31 32 33 34 -35 36 -37 38 -39 -40 41 42 43 -44 -45 -46 47 -48 -49 -50 -51 52 -53 -54 -55 56 57 -58 59 60 -61 -62 63 -64 -65 66 -67 68 69 -70 -71 -72 73 -74 75 0
uf75-010 53276 1 -2 -3 4 5 -6 -7 8 9 -10 11 12 13 -14 -15 -16 17 -18 19 20 -21 22 23 24 25 -26 27 -28 29 30 31 -32 33 -34 -35 -36 -37 38 -39 -40 41 42 -43 -44 45 -46 -47 -48 -49 -50 -51 52 -53 54 55 -56 57 58 -59 60 -61 -62 -63 -64 -65 -66 -67 -68 69 -70 71 -72 -73 -74 -75 0
uf75-0100 144830 -1 -2 3 -4 -5 6 7 8 9 -10 -11 12 -13 -14 -15 16 17 18 19 -20 -21 22 -23 -24 25 26 27 28 -29 30 31 32 33 34 35 36 37 -38 -39 40 41 42 -43 44 45 46 -47 48 49 -50 51 52 -53 -54 55 56 57 58 -59 60 61 -62 63 64 -65 -66 67 68 -69 70 71 72 73 -74 75 0
uf75-011 113441 1 2 3 4 5 6 7 -8 9 -10 11 12 13 14 15 -16 -17 18 19 20 21 -22 -23 24 25 -26 -27 28 -29 -30 31 32 33 34 35 -36 37 -38 -39 40 41 42 -43 44 45 46 -47 -48 49 50 51 -52 53 -54 55 56 57 -58 59 -60 61 -62 63 64 65 -66 67 68 69 70 -71 -72 -73 -74 -75 0
uf75-012 118129 1 -2 -3 -4 5 6 7 8 -9 -10 11 12 13 -14 -15 16 17 -18 19 20 21 22 23 24 25 -26 27 -28 29 -30 31 32 33 -34 -35 36 -37 -38 39 -40 -41 -42 43 44 -45 -46 47 48 -49 50 -51 -52 -53 -54 -55 -56 -57 58 -59 -60 61 62 -63 64 -65 66 -67 -68 -69 70 71 72 -73 74 -75 0
uf75-013 59391 -1 2 3 -4 5 -6 7 -8 9 10 11 -12 13 14 15 16 17 -18 19 20 21 22 -23 -24 25 26 -27 28 29 -30 -31 32 33 -34 -35 36 37 38 39 -40 -41 42 43 -44 -45 -46 47 48 -49 -50 51 52 53 -54 55 -56 -57 58 -59 60 61 -62 -63 -64 -65 -66 -67 -68 69 70 71 72 73 -74 -75 0
uf75-014 111021 -1 2 -3 -4 -5 -6 -7 -8 -9 10 11 12 -13 14 15 16 -17 18 19 20 21 22 23 -24 -25 26 27 -28 29 30 -31 32 -33 34 35 36 -37 -38 -39 -40 41 42 -43 44 45 -46 47 -48 49 50 -51 52 53 54 -55 56 57 -58 59 -60 61 -62 -63 -64 -65 -66 67 68 -69 -70 71 -72 -73 -74 75 0
uf75-015 117834 -1 2 3 4 5 -6 -7 8 -9 -10 -11 12 13 -14 15 16 17 -18 19 20 -21 22 -23 24 25 26 27 28 -29 -30 -31 32 33 34 -35 36 -37 38 39 -40 41 42 43 -44 45 46 -47 -48 49 -50 -51 -52 53 54 -55 -56 57 -58 59 60 61 -62 -63 64 65 66 -67 -68 69 70 71 72 73 74 75 0
uf75-016 20135 -1 -2 3 4 5 6 7 -8 9 10 -11 12 13 14 -15 16 -17 18 -19 20 -21 22 -23 -24 25 26 -27 -28 -29 -30 31 -32 -33 34 35 36 37 38 -39 -40 -41 -42 -43 44 -45 46 -47 48 49 -50 -51 -52 53 -54 -55 56 -57 -58 59 60 61 62 -63 64 65 -66 -67 68 -69 70 71 72 73 -74 75 0
uf75-017 80826 -1 -2 3 4 -5 -6 -7 8 -9 -10 -11 12 13 -14 15 16 -17 18 19 -20 21 -22 -23 -24 25 26 27 -28 29 -30 31 -32 -33 34 -35 -36 -37 -38 -39 -40 -41 42 43 -44 -45 46 47 -48 49 50 51 52 -53 54 55 56 57 58 -59 60 -61 -62 63 -64 65 66 67 -68 69 70 71 72 73 -74 75 0
uf75-018 59573 1 -2 3 -4 5 6 7 -8 9 -10 -11 -12 -13 -14 15 -16 -17 -18 -19 -20 21 -22 -23 24 -25 26 27 28 29 -30 -31 32 33 34 35 36 37 -38 39 -40 41 42 43 -44 45 -46 -47 48 49 50 -51 -52 53 54 -55 -56 57 58 -59 60 -61 62 63 64 65 -66 -67 -68 -69 70 71 72 -73 -74 75 0
uf75-019 114726 1 2 3 4 5 6 -7 -8 9 -10 11 12 -13 14 -15 -16 -17 18 19 20 21 22 -23 -24 -25 -26 27 -28 29 30 31 32 -33 -34 35 -36 37 38 39 -40 -41 -42 43 44 -45 -46 47 48 49 -50 -51 52 -53 54 -55 56 -57 -58 59 60 61 62 63 64 -65 66 -67 -68 69 70 -71 -72 -73 -74 -75 0
uf75-02 52774 -1 -2 3 -4 5 -6 7 -8 -9 10 11 12 13 -14 15 -16 -17 18 -19 20 21 22 23 24 25 -26 27 28 -29 30 31 -32 33 34 -35 36 37 38 -39 40 -41 42 -43 44 -45 -46 47 48 -49 50 -51 52 -53 54 -55 -56 -57 58 59 60 61 62 63 64 65 66 67 68 69 -70 -71 72 -73 74 75 0
uf75-020 28434 1 -2 3 4 -5 6 7 8 9 10 11 12 13 14 -15 16 17 18 -19 -20 21 -22 23 24 -25 26 -27 28 29 -30 31 32 33 34 35 36 37 38 -39 40 41 42 -43 -44 -45 46 47 -48 -49 -50 51 -52 53 54 55 56 -57 58 -59 -60 -61 62 63 64 65 -66 -67 68 69 70 71 72 73 -74 75 0
uf75-021 28195 -1 2 3 -4 -5 -6 7 -8 9 10 -11 12 -13 14 -15 -16 17 18 -19 20 -21 -22 -23 24 25 26 27 -28 29 30 31 32 -33 34 -35 36 -37 -38 39 -40 41 42 43 44 45 -46 47 48 -49 50 -51 52 53 -54 55 56 57 -58 -59 -60 61 -62 -63 64 -65 66 -67 -68 69 -70 71 72 -73 74 -75 0
uf75-022 114842 1 -2 3 4 -5 -6 7 -8 9 -10 11 12 -13 -14 -15 16 17 -18 19 -20 21 -22 23 24 -25 26 27 -28 29 -30 31 32 -33 34 35 -36 37 38 39 40 -41 42 43 -44 -45 -46 -47 48 49 50 51 52 53 -54 55 56 -57 58 59 60 61 -62 63 64 65 -66 67 -68 -69 70 -71 72 73 -74 -75 0
uf75-023 150921 1 -2 3 -4 5 -6 -7 8 -9 10 11 -12 13 14 15 16 17 -18 19 20 -21 -22 -23 24 -25 26 27 -28 -29 30 31 -32 33 -34 35 -36 37 38 -39 40 -41 42 43 -44 -45 46 47 48 -49 50 -51 52 -53 -54 -55 -56 57 -58 59 60 61 62 63 64 65 66 67 68 69 70 -71 72 73 74 75 0
uf75-024 103254 -1 2 -3 4 5 6 -7 -8 9 10 11 -12 13 -14 -15 16 17 -18 19 -20 21 -22 23 -24 25 -26 -27 -28 29 -30 -31 32 -33 34 -35 -36 37 -38 -39 -40 41 -42 43 -44 45 46 -47 48 49 -50 -51 -52 53 -54 55 56 -57 -58 59 -60 -61 62 -63 -64 65 -66 67 68 -69 -70 -71 72 -73 -74 75 0
uf75-025 75941 1 2 3 4 5 -6 7 -8 -9 10 11 12 13 14 -15 -16 -17 18 19 -20 -21 22 23 24 25 -26 27 28 29 30 31 32 33 34 -35 -36 37 38 39 40 41 -42 43 44 -45 46 47 48 49 50 51 -52 53 54 55 56 -57 -58 59 -60 61 -62 63 -64 65 66 67 68 69 70 -71 72 -73 -74 75 0
uf75-026 218679 1 -2 3 4 5 -6 7 8 -9 -10 -11 12 -13 14 -15 16 -17 18 19 20 21 22 23 -24 25 26 27 -28 -29 30 31 32 -33 -34 35 -36 -37 38 39 -40 41 42 43 44 45 -46 47 48 -49 -50 51 -52 53 -54 55 -56 57 58 59 60 61 62 -63 -64 65 66 67 68 69 -70 71 -72 73 74 75 0
uf75-027 59587 1 2 3 4 -5 6 7 8 -9 -10 11 -12 -13 -14 15 16 17 18 -19 20 -21 -22 23 -24 -25 -26 -27 -28 -29 -30 -31 32 -33 34 -35 -36 -37 -38 -39 40 41 42 -43 44 45 -46 -47 -48 49 50 -51 52 53 54 -55 56 57 -58 -59 -60 61 62 63 64 65 -66 67 -68 69 70 71 72 73 -74 -75 0
uf75-028 169171 1 -2 -3 4 -5 6 7 8 9 -10 -11 12 13 14 -15 16 17 18 -19 20 21 22 23 24 25 26 27 -28 29 -30 31 32 33 34 35 36 37 -38 -39 40 -41 42 -43 44 45 46 47 48 49 50 -51 52 53 54 -55 56 57 -58 -59 60 -61 -62 63 64 -65 -66 67 -68 69 -70 71 72 73 -74 75 0
uf75-029 195991 -1 2 3 -4 5 6 7 8 9 10 11 12 -13 -14 -15 16 -17 -18 19 -20 -21 22 23 24 -25 -26 27 28 29 30 31 -32 33 -34 35 36 37 -38 39 -40 41 -42 43 -44 45 46 -47 48 -49 50 51 -52 53 54 55 -56 -57 58 59 60 -61 -62 63 64 -65 66 -67 -68 69 70 -71 72 73 -74 75 0
uf75-03 202164 -1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 15 16 17 18 19 -20 -21 -22 23 24 25 26 27 -28 -29 30 31 32 33 -34 35 -36 -37 -38 39 40 -41 42 -43 44 -45 46 47 -48 -49 -50 -51 -52 -53 54 55 56 -57 58 -59 60 -61 -62 -63 64 -65 66 -67 68 -69 70 71 72 -73 74 75 0
uf75-030 193532 -1 2 -3 -4 -5 -6 -7 -8 -9 10 11 12 13 14 -15 16 17 18 19 20 21 22 23 24 25 -26 27 -28 29 30 -31 32 33 34 35 -36 -37 38 -39 40 41 42 -43 -44 45 -46 -47 48 49 -50 51 -52 53 54 55 56 57 58 -59 -60 -61 62 63 64 65 66 67 68 69 70 -71 -72 73 74 75 0
uf75-031 21417 1 2 -3 4 -5 -6 7 8 9 10 11 12 13 -14 -15 -16 17 -18 -19 -20 -21 22 -23 24 25 -26 -27 -28 29 -30 31 32 -33 34 35 36 -37 38 -39 -40 41 42 43 -44 45 -46 47 -48 -49 50 -51 -52 53 54 55 -56 -57 58 -59 60 -61 -62 -63 64 -65 66 -67 68 -69 -70 71 72 -73 74 -75 0
uf75-032 30280 -1 2 -3 -4 -5 6 -7 8 9 10 -11 12 13 14 -15 -16 17 -18 19 20 -21 -22 23 24 25 -26 27 28 -29 -30 31 32 33 34 35 -36 37 38 -39 -40 -41 42 -43 -44 -45 46 -47 48 -49 50 -51 52 53 54 -55 56 57 -58 59 60 -61 -62 63 64 65 -66 67 -68 -69 70 71 72 73 -74 -75 0
uf75-033 79418 1 -2 3 -4 -5 -6 -7 8 -9 10 11 -12 -13 -14 15 -16 -17 18 19 20 -21 -22 -23 -24 -25 -26 27 -28 29 30 31 -32 -33 34 -35 36 37 38 39 -40 41 42 -43 -44 -45 46 -47 48 49 -50 -51 52 53 54 -55 -56 57 58 59 60 -61 62 63 64 -65 66 -67 -68 -69 70 -71 -72 -73 74 75 0
uf75-034 61334 -1 -2 -3 -4 5 -6 -7 8 -9 10 -11 12 13 14 -15 -16 -17 18 -19 20 -21 22 -23 -24 25 26 27 28 -29 30 31 32 -33 34 -35 36 37 38 39 40 41 -42 43 44 45 -46 -47 -48 -49 -50 51 52 -53 -54 55 -56 -57 58 59 -60 61 -62 63 64 65 -66 -67 -68 -69 70 71 -72 73 -74 75 0
uf75-035 82911 -1 -2 3 4 -5 -6 7 8 -9 -10 -11 12 -13 14 15 16 17 -18 -19 -20 -21 22 -23 24 25 26 27 28 -29 30 31 32 33 -34 35 36 37 38 39 40 41 -42 -43 44 45 46 -47 -48 49 50 -51 -52 -53 -54 -55 -56 -57 58 59 60 61 62 -63 -64 65 -66 67 -68 69 70 -71 72 -73 74 -75 0
uf75-036 149929 -1 2 3 4 5 -6 7 -8 -9 -10 11 12 13 -14 -15 16 17 18 19 20 21 22 -23 24 -25 -26 27 28 -29 30 31 32 -33 34 -35 36 37 38 -39 40 -41 -42 43 44 45 46 47 48 49 50 -51 -52 -53 -54 -55 56 57 58 -59 -60 61 -62 -63 64 65 -66 -67 -68 69 70 71 -72 73 -74 75 0
uf75-037 107918 1 2 3 4 -5 6 -7 8 9 -10 -11 12 -13 14 15 -16 17 18 -19 20 21 22 23 24 -25 26 27 28 29 30 31 -32 -33 34 35 -36 37 -38 -39 -40 41 42 -43 -44 -45 -46 47 48 49 50 51 -52 -53 54 55 56 57 58 59 -60 -61 62 63 -64 65 66 -67 68 -69 -70 71 -72 -73 74 -75 0
uf75-038 130055 -1 -2 3 -4 -5 6 -7 8 -9 -10 11 12 13 -14 -15 16 17 -18 19 20 21 22 23 24 25 26 27 28 -29 30 31 -32 -33 34 -35 36 -37 38 -39 -40 41 -42 43 44 -45 46 47 48 -49 50 -51 -52 -53 54 -55 -56 -57 58 59 60 61 62 -63 64 65 -66 -67 68 -69 -70 71 72 -73 74 -75 0
uf75-039 43349 1 -2 3 -4 -5 -6 -7 8 -9 -10 11 -12 13 14 15 -16 17 -18 19 20 -21 -22 23 24 25 26 -27 28 29 30 31 32 -33 34 -35 36 37 38 39 -40 41 42 43 44 -45 -46 -47 48 -49 -50 -51 52 53 -54 -55 56 57 58 59 -60 61 -62 63 64 65 66 -67 -68 -69 70 71 72 -73 74 -75 0
uf75-04 136297 1 -2 3 -4 5 -6 -7 -8 9 10 11 12 -13 14 -15 16 -17 -18 -19 20 -21 -22 -23 -24 -25 -26 27 28 -29 30 31 32 33 34 35 -36 -37 38 39 -40 -41 42 43 -44 45 -46 -47 48 -49 -50 51 -52 -53 -54 55 -56 -57 -58 -59 60 61 -62 63 64 65 66 67 -68 69 70 -71 72 -73 74 75 0
uf75-040 167867 1 -2 3 -4 -5 6 -7 8 9 10 11 -12 -13 14 15 16 17 -18 -19 20 -21 -22 23 -24 25 26 -27 28 -29 -30 -31 32 33 -34 35 -36 -37 38 39 40 41 -42 -43 44 45 46 47 48 49 -50 51 52 53 -54 55 -56 57 58 59 -60 61 62 -63 64 -65 66 -67 -68 -69 70 71 -72 -73 -74 -75 0
uf75-041 105649 1 -2 3 -4 5 6 -7 8 9 -10 11 12 -13 -14 15 16 -17 18 19 -20 21 -22 -23 24 -25 26 27 -28 -29 30 31 32 -33 34 35 36 37 38 39 40 41 42 43 44 -45 -46 47 48 49 -50 51 52 53 54 55 56 -57 58 59 60 -61 62 -63 -64 -65 -66 -67 68 69 -70 -71 72 73 -74 75 0
uf75-042 59015 -1 -2 -3 -4 -5 6 7 8 9 -10 11 12 -13 14 15 -16 -17 -18 19 -20 -21 22 23 -24 -25 26 -27 28 -29 30 -31 -32 33 34 -35 -36 37 -38 -39 40 41 -42 43 -44 45 46 47 48 49 50 51 -52 53 -54 55 56 57 58 59 -60 -61 62 63 64 65 -66 67 68 -69 70 71 72 73 74 -75 0
uf75-043 107616 1 -2 3 4 5 6 7 -8 -9 -10 -11 12 13 14 -15 -16 17 18 -19 20 21 22 -23 -24 -25 -26 27 28 29 30 31 32 33 -34 35 36 37 38 39 40 41 42 43 -44 45 46 47 48 -49 50 -51 52 53 -54 55 56 -57 58 59 -60 61 -62 63 -64 65 -66 -67 68 -69 -70 71 -72 -73 74 75 0
uf75-044 88611 1 2 3 4 -5 -6 -7 -8 -9 10 -11 12 -13 14 15 16 -17 -18 -19 -20 -21 22 23 -24 25 26 27 28 29 -30 31 -32 33 34 35 36 37 38 -39 40 41 42 -43 -44 45 46 -47 -48 49 50 51 52 -53 54 55 -56 57 58 -59 60 61 -62 -63 64 -65 66 -67 68 -69 -70 -71 72 73 74 75 0
uf75-045 128720 -1 2 3 -4 5 6 7 -8 9 -10 -11 12 13 14 15 -16 17 18 19 -20 -21 -22 -23 -24 25 26 27 28 -29 -30 31 32 -33 -34 -35 36 37 -38 39 40 41 -42 -43 44 45 46 47 48 49 50 51 -52 -53 54 55 56 57 -58 59 60 61 62 63 64 -65 66 67 68 -69 -70 71 -72 73 74 -75 0
uf75-046 160149 1 2 3 -4 5 6 -7 -8 -9 10 -11 12 13 14 -15 16 -17 18 19 20 21 22 23 -24 25 26 -27 28 29 30 31 32 -33 34 -35 -36 37 38 -39 40 -41 -42 43 44 45 -46 -47 -48 49 -50 51 -52 53 54 55 56 -57 58 -59 60 -61 -62 63 -64 -65 66 67 -68 -69 70 -71 72 73 74 -75 0
uf75-047 65441 1 -2 -3 4 5 -6 7 -8 -9 -10 -11 12 13 -14 -15 -16 17 -18 19 -20 -21 -22 -23 24 -25 26 27 -28 -29 -30 31 32 -33 -34 35 -36 37 38 -39 40 -41 42 -43 -44 -45 46 -47 48 -49 50 51 -52 -53 54 55 56 57 58 -59 -60 61 62 63 64 65 66 -67 68 69 -70 -71 72 73 74 -75 0
uf75-048 54916 1 2 3 4 -5 6 -7 -8 -9 10 11 -12 13 -14 -15 -16 17 18 -19 -20 -21 -22 23 24 -25 26 27 -28 -29 30 31 32 33 -34 35 -36 37 38 -39 -40 -41 42 43 44 45 46 47 -48 49 50 -51 -52 53 -54 55 -56 -57 58 59 60 -61 -62 63 64 -65 -66 67 68 -69 70 -71 72 -73 -74 -75 0
uf75-049 109344 1 2 3 -4 -5 -6 -7 8 -9 -10 -11 12 13 -14 15 16 17 -18 -19 -20 21 22 23 24 25 -26 27 -28 29 -30 31 32 -33 34 35 36 -37 -38 39 40 41 42 43 -44 -45 -46 -47 48 49 -50 51 -52 53 54 55 56 -57 58 -59 60 -61 62 -63 64 -65 66 67 68 69 70 -71 -72 73 74 75 0
uf75-05 106024 -1 2 -3 4 5 6 7 8 9 10 -11 -12 -13 14 15 16 -17 -18 19 20 -21 -22 23 24 -25 -26 -27 28 -29 30 -31 32 33 34 35 -36 -37 38 39 -40 -41 42 43 44 -45 46 47 -48 49 -50 51 52 -53 -54 55 56 57 -58 59 60 -61 62 -63 64 -65 66 67 68 69 70 71 -72 -73 -74 75 0
uf75-050 76526 1 2 3 -4 -5 -6 -7 -8 -9 10 11 12 -13 14 -15 16 17 -18 -19 20 -21 -22 23 24 -25 26 27 28 29 -30 31 32 33 -34 35 -36 37 38 39 40 -41 42 -43 -44 45 46 47 -48 49 50 -51 -52 53 54 55 -56 57 58 -59 60 61 -62 63 64 65 66 -67 -68 69 70 71 72 -73 74 -75 0
uf75-051 170373 1 2 3 4 -5 6 7 -8 -9 10 11 12 -13 -14 15 16 17 18 19 20 -21 22 23 24 -25 26 27 28 29 -30 31 -32 33 -34 -35 36 -37 -38 -39 40 41 -42 -43 44 -45 46 47 48 49 50 -51 52 53 54 55 56 57 58 59 -60 -61 -62 63 64 -65 66 67 -68 69 70 71 -72 73 -74 -75 0
uf75-052 120180 -1 2 -3 4 5 6 -7 -8 9 -10 11 -12 13 14 -15 16 17 18 -19 20 21 22 -23 24 25 26 27 -28 29 -30 31 32 -33 -34 -35 36 -37 -38 -39 -40 41 -42 -43 -44 45 -46 -47 -48 49 -50 -51 -52 53 -54 55 56 57 58 59 -60 -61 62 -63 -64 -65 66 -67 68 -69 -70 71 72 -73 -74 75 0
uf75-053 41820 1 2 -3 -4 -5 6 7 8 9 -10 11 -12 13 -14 15 16 -17 -18 19 -20 -21 22 -23 24 25 -26 27 28 -29 30 31 -32 -33 34 35 36 -37 -38 -39 -40 41 -42 43 44 45 -46 47 -48 -49 -50 -51 -52 53 -54 -55 -56 57 58 59 60 61 -62 -63 64 65 66 67 -68 69 70 71 72 73 -74 -75 0
uf75-054 70486 -1 -2 3 4 5 6 7 -8 -9 -10 11 -12 13 14 -15 -16 17 -18 19 20 21 22 23 24 25 26 -27 -28 29 -30 -31 -32 -33 34 35 -36 -37 -38 39 40 41 -42 43 -44 -45 -46 47 48 49 50 -51 52 53 -54 -55 56 -57 58 -59 60 -61 -62 -63 -64 -65 66 67 -68 69 70 71 -72 73 74 -75 0
uf75-055 141976 1 -2 -3 -4 5 6 7 -8 9 10 -11 12 -13 14 -15 16 -17 18 -19 -20 21 22 23 24 -25 26 -27 -28 29 30 -31 -32 -33 34 -35 36 37 38 39 40 -41 42 -43 -44 45 -46 -47 -48 49 -50 -51 -52 -53 54 55 56 57 -58 59 -60 61 62 63 -64 -65 66 -67 -68 -69 -70 -71 72 73 74 75 0
uf75-056 148657 1 2 3 -4 -5 -6 7 8 9 -10 11 -12 13 -14 -15 -16 -17 18 19 -20 21 22 23 -24 -25 26 27 -28 29 -30 31 32 -33 -34 -35 -36 37 38 -39 40 -41 -42 43 -44 -45 46 47 48 -49 50 51 -52 -53 54 -55 56 -57 -58 59 60 61 62 63 64 65 -66 67 -68 -69 -70 71 -72 73 74 75 0
uf75-057 191949 1 -2 3 -4 5 6 -7 8 -9 10 11 12 13 -14 -15 16 17 -18 19 -20 21 22 23 -24 25 26 -27 -28 29 30 -31 32 33 34 -35 36 37 38 39 40 41 -42 43 44 -45 46 -47 48 49 50 51 52 -53 -54 55 56 -57 58 59 -60 61 62 63 64 -65 66 -67 -68 69 70 -71 72 73 -74 75 0
uf75-058 51070 -1 2 3 -4 -5 6 -7 -8 9 10 11 -12 13 -14 -15 -16 17 -18 19 -20 21 -22 23 -24 -25 26 -27 -28 -29 -30 31 32 -33 -34 -35 36 -37 38 -39 -40 41 42 43 -44 45 46 -47 -48 -49 -50 51 52 -53 -54 -55 56 57 -58 -59 -60 -61 62 -63 -64 65 -66 -67 -68 69 70 71 72 -73 -74 75 0
