uf20-011 4538 1 2 -3 4 5 6 -7 -8 -9 10 -11 -12 -13 14 15 16 17 18 19 -20 0
uf20-0110 4770 1 -2 3 4 5 6 7 8 9 -10 11 -12 13 14 15 16 17 18 19 -20 0
uf20-0116 2970 1 -2 3 4 -5 6 7 8 -9 -10 -11 -12 13 14 -15 -16 17 -18 19 20 0
uf20-0118 4763 1 -2 -3 4 5 -6 7 8 9 10 11 -12 13 14 -15 16 17 -18 19 -20 0
uf20-0119 3465 1 -2 3 -4 5 6 7 -8 -9 -10 -11 -12 -13 14 -15 16 -17 18 -19 -20 0
uf20-0126 2805 -1 -2 -3 -4 5 6 7 8 9 10 11 12 -13 14 -15 16 -17 -18 -19 20 0
uf20-0127 4269 1 -2 3 -4 -5 6 7 -8 9 -10 11 -12 13 14 -15 16 -17 18 -19 20 0
uf20-0130 3218 1 -2 -3 -4 5 -6 -7 -8 -9 10 -11 12 -13 -14 15 16 -17 18 -19 20 0
uf20-0131 5616 -1 2 3 4 5 -6 7 -8 9 10 -11 12 13 14 15 16 17 18 -19 20 0
uf20-0138 5115 -1 -2 3 4 -5 -6 7 8 -9 10 11 -12 13 -14 15 16 17 -18 19 -20 0
uf20-0146 4666 -1 -2 -3 4 5 6 7 -8 -9 10 11 -12 13 -14 15 -16 -17 18 19 20 0
uf20-0162 4982 -1 2 -3 -4 -5 6 7 -8 9 10 11 12 -13 14 15 16 17 18 19 -20 0
uf20-0163 5152 1 2 3 -4 -5 6 -7 -8 9 -10 -11 12 13 14 15 -16 17 18 19 20 0
uf20-0165 5816 1 2 3 -4 5 -6 -7 8 9 10 11 -12 13 14 15 -16 17 18 19 20 0
uf20-0189 3183 1 -2 3 4 -5 -6 7 -8 9 -10 11 -12 13 -14 15 -16 17 18 19 20 0
uf20-0192 3218 -1 -2 -3 -4 5 -6 -7 8 -9 -10 -11 -12 -13 -14 15 16 17 18 -19 20 0
uf20-0193 4703 -1 -2 -3 4 -5 -6 -7 8 -9 -10 11 12 -13 14 15 16 17 18 -19 20 0
uf20-0197 5940 1 2 -3 -4 5 -6 7 8 -9 10 -11 -12 13 14 15 -16 17 -18 19 20 0
uf20-021 4457 1 2 3 -4 -5 6 -7 8 -9 -10 11 12 13 14 15 -16 -17 18 -19 -20 0
uf20-0222 4620 -1 -2 3 4 5 6 7 -8 -9 10 11 -12 13 14 15 -16 17 -18 -19 20 0
uf20-0232 5693 1 -2 -3 4 5 -6 7 8 -9 10 11 -12 13 -14 15 16 -17 18 19 -20 0
uf20-0241 3645 -1 -2 -3 4 -5 -6 7 -8 -9 10 11 -12 -13 -14 15 -16 17 18 19 20 0
uf20-025 7920 1 2 3 4 5 -6 7 -8 9 10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-0250 5397 -1 2 3 4 -5 -6 7 8 9 10 -11 12 13 14 15 16 17 -18 -19 20 0
