uf20-011 1075 -1 2 3 4 -5 6 7 -8 -9 10 -11 12 -13 14 -15 16 17 -18 19 -20 0
uf20-0110 2375 1 -2 3 4 5 6 7 8 9 -10 11 -12 13 14 15 16 17 18 19 -20 0
uf20-0116 878 -1 2 3 -4 5 -6 -7 8 9 -10 11 12 13 -14 -15 16 17 -18 -19 -20 0
uf20-0118 1264 1 -2 -3 4 5 -6 7 8 9 10 11 -12 13 14 -15 16 17 -18 19 -20 0
uf20-0119 380 1 -2 3 -4 5 6 7 -8 -9 -10 -11 -12 -13 14 -15 16 -17 18 -19 -20 0
uf20-0126 1995 -1 -2 -3 -4 5 6 7 8 9 10 11 12 -13 14 -15 16 -17 -18 -19 20 0
uf20-0127 1903 1 2 3 -4 -5 6 -7 -8 9 10 11 12 13 14 15 16 -17 -18 -19 20 0
uf20-0130 566 1 -2 -3 -4 5 -6 -7 -8 -9 10 -11 12 -13 -14 15 16 -17 18 -19 20 0
uf20-0131 1703 -1 -2 3 4 5 -6 -7 8 9 10 -11 12 13 14 15 -16 17 18 19 20 0
uf20-0138 259 -1 -2 3 4 5 -6 -7 8 -9 10 11 -12 13 -14 15 16 17 -18 19 -20 0
uf20-0146 1070 -1 2 -3 4 -5 6 7 8 -9 -10 -11 12 13 -14 15 -16 -17 18 19 -20 0
uf20-0162 1098 -1 2 -3 -4 -5 6 7 -8 9 10 11 12 -13 14 15 16 17 18 19 -20 0
uf20-0163 973 1 2 3 -4 -5 6 -7 -8 9 -10 -11 12 13 14 15 -16 17 18 19 20 0
uf20-0165 895 -1 2 3 4 5 -6 -7 8 -9 10 -11 12 13 14 -15 -16 17 18 19 20 0
uf20-0189 1281 -1 2 3 4 -5 -6 -7 -8 -9 10 11 -12 -13 -14 15 16 -17 18 19 -20 0
uf20-0192 193 -1 -2 -3 -4 5 -6 -7 8 -9 -10 -11 -12 -13 -14 15 16 17 18 -19 20 0
uf20-0193 196 -1 -2 -3 4 -5 -6 -7 8 -9 -10 11 12 -13 14 15 16 17 18 -19 20 0
uf20-0197 12 1 2 -3 -4 5 -6 7 8 -9 10 -11 -12 13 14 15 -16 17 -18 19 20 0
uf20-021 755 1 2 -3 -4 5 6 7 -8 -9 10 11 12 -13 -14 15 16 -17 18 -19 -20 0
uf20-0222 757 1 -2 -3 4 5 6 -7 -8 9 -10 11 12 13 14 15 16 -17 18 -19 20 0
uf20-0232 198 1 -2 -3 4 5 -6 7 8 -9 10 11 -12 13 -14 15 16 -17 18 19 -20 0
uf20-0241 1124 -1 -2 -3 -4 5 -6 7 -8 9 10 11 -12 13 -14 15 -16 17 -18 19 20 0
uf20-025 16 1 2 3 4 5 -6 7 -8 9 10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-0250 1250 -1 -2 3 -4 -5 6 7 8 9 10 -11 12 13 -14 15 16 17 18 19 20 0
uf20-0262 195 1 -2 -3 4 -5 -6 -7 8 9 -10 -11 12 -13 -14 15 -16 17 18 -19 20 0
uf20-0278 190 -1 -2 -3 -4 -5 -6 -7 -8 -9 -10 -11 12 -13 14 15 16 -17 -18 -19 -20 0
uf20-0280 1625 -1 2 3 -4 -5 -6 7 8 -9 10 11 12 -13 14 15 -16 17 18 19 20 0
uf20-0285 878 1 -2 3 -4 5 -6 -7 -8 9 10 -11 12 -13 14 15 16 -17 -18 19 -20 0
uf20-0312 7 -1 -2 -3 -4 5 -6 -7 -8 9 10 11 -12 -13 14 -15 16 17 -18 -19 -20 0
uf20-0314 1842 1 2 3 -4 5 -6 7 8 9 10 11 -12 13 -14 15 -16 -17 18 -19 20 0
uf20-0318 1068 1 2 -3 4 -5 6 -7 -8 9 10 11 12 13 14 -15 16 17 -18 19 20 0
uf20-0327 994 1 -2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15 16 -17 18 -19 -20 0
uf20-033 682 -1 -2 -3 4 -5 -6 7 -8 -9 10 11 -12 13 14 15 16 -17 -18 -19 -20 0
uf20-0339 1315 -1 2 -3 4 5 6 7 -8 9 -10 11 12 13 14 -15 16 -17 18 -19 20 0
uf20-0348 201 -1 2 3 4 5 -6 -7 8 9 10 -11 12 13 -14 15 16 17 18 19 20 0
uf20-0351 572 1 2 3 4 5 -6 7 8 9 -10 -11 12 13 -14 15 16 -17 18 19 -20 0
uf20-0362 805 1 2 3 -4 5 6 7 -8 9 -10 -11 12 13 -14 -15 -16 -17 -18 19 20 0
uf20-0371 1686 1 2 -3 -4 5 6 7 -8 9 10 -11 12 -13 14 15 16 -17 -18 -19 20 0
uf20-0392 753 1 -2 -3 -4 -5 -6 7 -8 9 -10 11 -12 13 14 15 -16 17 -18 19 20 0
uf20-041 12 -1 -2 -3 4 5 -6 -7 8 9 10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0420 195 1 2 -3 -4 5 -6 7 8 -9 -10 11 -12 -13 14 15 16 -17 -18 -19 -20 0
uf20-0429 1042 1 2 3 -4 5 6 7 8 9 10 11 -12 13 14 15 -16 -17 18 19 20 0
uf20-043 198 -1 2 3 4 -5 6 -7 8 -9 10 -11 12 -13 14 -15 16 -17 18 19 20 0
uf20-0433 1036 1 2 3 4 5 -6 -7 -8 9 10 11 -12 13 -14 -15 -16 17 -18 -19 -20 0
uf20-0437 200 1 -2 3 4 5 6 7 8 9 10 11 12 -13 -14 -15 16 -17 18 -19 20 0
uf20-0446 1498 1 -2 3 4 -5 6 -7 8 -9 10 -11 -12 13 14 -15 16 -17 -18 -19 -20 0
uf20-0451 279 -1 -2 -3 4 5 -6 -7 8 -9 -10 -11 -12 -13 14 -15 -16 17 18 19 -20 0
uf20-0460 1286 -1 2 3 4 5 6 7 8 -9 -10 11 12 13 -14 15 -16 17 18 -19 20 0
uf20-0468 382 -1 2 3 4 -5 -6 -7 -8 9 10 11 12 -13 -14 15 16 -17 -18 -19 20 0
uf20-0471 1158 1 -2 3 -4 -5 6 -7 8 -9 10 -11 -12 13 14 15 -16 -17 18 19 -20 0
uf20-0484 7 -1 2 3 -4 -5 6 7 -8 9 -10 -11 -12 -13 14 15 -16 -17 -18 -19 -20 0
uf20-052 846 1 2 3 4 5 6 7 -8 -9 -10 -11 -12 13 -14 15 -16 17 -18 -19 20 0
uf20-0522 1514 -1 2 3 4 -5 6 7 8 9 -10 11 12 -13 14 -15 16 -17 -18 -19 20 0
uf20-0526 198 -1 2 3 -4 5 6 7 8 -9 10 -11 12 -13 14 -15 16 17 18 -19 -20 0
uf20-0528 9 -1 -2 -3 4 -5 6 -7 8 -9 10 11 -12 13 -14 -15 16 17 -18 19 -20 0
uf20-0529 509 -1 -2 -3 4 -5 6 7 8 9 10 11 12 -13 14 15 -16 17 -18 19 20 0
uf20-0533 259 -1 2 -3 4 -5 6 -7 8 -9 10 11 -12 -13 14 15 16 -17 18 19 -20 0
uf20-0537 753 -1 2 3 4 -5 6 -7 -8 9 -10 11 12 -13 14 -15 16 17 -18 -19 20 0
uf20-0543 199 -1 -2 3 -4 -5 6 7 8 -9 10 11 12 13 14 15 16 17 -18 19 -20 0
uf20-0558 611 -1 -2 3 -4 -5 -6 7 -8 9 -10 11 -12 13 -14 15 -16 -17 -18 19 -20 0
uf20-0564 384 -1 -2 3 -4 -5 6 7 8 9 10 11 -12 -13 14 -15 16 -17 18 19 20 0
uf20-0592 616 1 -2 3 4 5 6 -7 -8 9 -10 11 12 -13 14 -15 -16 17 -18 19 20 0
uf20-0602 939 -1 2 3 -4 5 -6 -7 -8 -9 10 11 12 13 14 15 16 -17 -18 19 20 0
uf20-0609 1994 1 2 -3 4 -5 6 7 8 9 -10 -11 -12 -13 14 -15 16 -17 -18 19 -20 0
uf20-0619 1087 -1 -2 3 4 5 6 7 8 -9 -10 -11 12 13 14 15 16 17 18 19 -20 0
uf20-0622 1235 -1 -2 -3 4 5 6 -7 8 9 -10 11 12 13 14 15 -16 17 -18 -19 -20 0
uf20-0634 1037 1 2 -3 -4 5 -6 -7 -8 -9 -10 11 12 13 -14 -15 16 17 18 -19 20 0
